entry_index	manifest_line	key	path	status	context	source	target	source_state	expected_count	source_count	target_count	decision	confidence	risk_tags	public_rc_rows	token_status	glossary_status	copy_status	functional_status	notes
3985	27836		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me create a pull request.	帮我创建 pull request。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
3986	27843		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a new project	帮我开始一个新项目	target-present		0	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
3987	27850		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a new project. Ask me for all the details you need.	帮我开始一个新项目。请向我询问所需的所有细节。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
3988	27857		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Node.js project	帮我开始一个 Node.js 项目	target-present		0	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
3989	27864		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Node.js project. Ask me for all the details you need.	帮我开始一个 Node.js 项目。请向我询问所需的所有细节。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
3990	27871		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me create a new React app	帮我创建一个新的 React 应用	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
3991	27878		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me create a new React app called {1}. Ask me for all the details you need.	帮我创建一个名为 {1} 的新 React 应用。请向我询问所需的所有细节。	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
3992	27885		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me create a new Next.js app	帮我创建一个新的 Next.js 应用	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
3993	27892		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me create a new Next.js app called {1}. Ask me for all the details you need.	帮我创建一个名为 {1} 的新 Next.js 应用。请向我询问所需的所有细节。	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
3994	27899		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Rust project for {1}	帮我为 {1} 开始一个 Rust 项目	target-present		0	2	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
3995	27906		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Rust project for {1}. Ask me for all the details you need.	帮我为 {1} 开始一个 Rust 项目。请向我询问所需的所有细节。	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
3996	27913		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Poetry project for {1}	帮我为 {1} 开始一个 Poetry 项目	target-present		0	2	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
3997	27920		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Poetry project for {1}. Ask me for all the details you need.	帮我为 {1} 开始一个 Poetry 项目。请向我询问所需的所有细节。	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
3998	27927		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Django project for {1}	帮我为 {1} 开始一个 Django 项目	target-present		0	2	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
3999	27934		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Django project for {1}. Ask me for all the details you need.	帮我为 {1} 开始一个 Django 项目。请向我询问所需的所有细节。	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
4000	27941		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Rails app for {1}	帮我为 {1} 开始一个 Rails 应用	target-present		0	2	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
4001	27948		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Rails app for {1}. Ask me for all the details you need.	帮我为 {1} 开始一个 Rails 应用。请向我询问所需的所有细节。	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
4002	27955		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Gradle/Maven project	帮我开始一个 Gradle/Maven 项目	target-present		0	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
4003	27962		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Gradle/Maven project. Ask me for all the details you need.	帮我开始一个 Gradle/Maven 项目。请向我询问所需的所有细节。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
4004	27969		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Go project for {1}	帮我为 {1} 开始一个 Go 项目	target-present		0	2	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
4005	27976		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Go project for {1}. Ask me for all the details you need.	帮我为 {1} 开始一个 Go 项目。请向我询问所需的所有细节。	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
4006	27983		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Swift project	帮我开始一个 Swift 项目	target-present		0	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
4007	27990		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Swift project. Ask me for all the details you need.	帮我开始一个 Swift 项目。请向我询问所需的所有细节。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
4008	27997		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Terraform configuration	帮我开始一个 Terraform 配置	target-present		0	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
4009	28004		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me start a Terraform configuration. Ask me for all the details you need.	帮我开始一个 Terraform 配置。请向我询问所需的所有细节。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
4010	28011		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me set up Prisma in this project	帮我在此项目中设置 Prisma	target-present		0	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
4011	28018		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me set up Prisma in this project.	帮我在此项目中设置 Prisma。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
4012	28025		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me install dependencies for {1}.	帮我为 {1} 安装依赖。	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
4013	28032		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me set up a new Ruby project	帮我设置一个新的 Ruby 项目	target-present		0	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
4014	28039		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me set up a new Ruby project. Ask me for all the details you need.	帮我设置一个新的 Ruby 项目。请向我询问所需的所有细节。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
4015	28046		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me set up a Modelfile for {1}.	帮我为 {1} 设置模型文件（Modelfile）。	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
4016	28053		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me understand resource utilization in my cluster.	帮我了解集群中的资源利用率。	target-present		0	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
