entry_index	manifest_line	module_group	path	source_state	source	target	decision	rationale
5100	35647	workspace	app/src/workspace/view.rs	target-and-source-present	{verbosity:?} accessibility announcements set	{verbosity:?} accessibility announcements set	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5101	35654	workspace	app/src/workspace/view.rs	target-and-source-present	Skipping automatic local-to-cloud handoff via {:?}: terminal view {:?} is no longer open	Skipping automatic local-to-cloud handoff via {:?}: terminal view {:?} is no longer open	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5102	35661	workspace	app/src/workspace/view.rs	target-and-source-present	modify-settings	modify-settings	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5103	35668	workspace	app/src/workspace/view.rs	target-and-source-present	Failed to reset build plan migration modal dismissed setting: {e}	Failed to reset build plan migration modal dismissed setting: {e}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5104	35675	workspace	app/src/workspace/view.rs	target-and-source-present	Failed to reset AWS Bedrock login banner dismissed setting: {e}	Failed to reset AWS Bedrock login banner dismissed setting: {e}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5105	35682	workspace	app/src/workspace/view.rs	target-and-source-present	Oz launch modal state: old={}, new={}, feature_flag_enabled={}	Oz launch modal state: old={}, new={}, feature_flag_enabled={}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5106	35689	workspace	app/src/workspace/view.rs	target-and-source-present	OpenWarp launch modal state: old={}, new={}, feature_flag_enabled={}	OpenWarp launch modal state: old={}, new={}, feature_flag_enabled={}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5107	35696	workspace	app/src/workspace/view.rs	target-and-source-present	Failed to reset orchestration launch modal dismissed setting: {e}	Failed to reset orchestration launch modal dismissed setting: {e}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5108	35703	workspace	app/src/workspace/view.rs	target-and-source-present	Orchestration launch modal state: old={old_value}, new={new_value}, feature_flag_enabled={}	Orchestration launch modal state: old={old_value}, new={new_value}, feature_flag_enabled={}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5110	35717	workspace	app/src/workspace/view.rs	target-and-source-present	warp_sample_{timestamp}.txt	warp_sample_{timestamp}.txt	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5112	35731	workspace	app/src/workspace/view.rs	target-and-source-present	-file	-file	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5113	35738	workspace	app/src/workspace/view.rs	target-and-source-present	process_sample.txt	process_sample.txt	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5114	35745	workspace	app/src/workspace/view.rs	target-and-source-present	[FOR PERFORMANCE BOT] Dev took performance sample with results: 	[FOR PERFORMANCE BOT] Dev took performance sample with results: 	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5118	35773	workspace	app/src/workspace/view.rs	target-and-source-present	IsOnline	IsOnline	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
5119	35780	workspace	app/src/workspace/view.rs	target-and-source-present	Workspace_PaneDragging	Workspace_PaneDragging	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5120	35787	workspace	app/src/workspace/view.rs	target-and-source-present	Workspace_TextOpen	Workspace_TextOpen	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5121	35794	workspace	app/src/workspace/view.rs	target-and-source-present	AutoupdateState_UpdateReady	AutoupdateState_UpdateReady	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5122	35801	workspace	app/src/workspace/view.rs	target-and-source-present	AccessibilityVerbosity_Verbose	AccessibilityVerbosity_Verbose	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5123	35808	workspace	app/src/workspace/view.rs	target-and-source-present	Workspace_CloseWindow	Workspace_CloseWindow	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5124	35815	workspace	app/src/workspace/view.rs	target-and-source-present	Workspace_SingleTab	Workspace_SingleTab	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5125	35822	workspace	app/src/workspace/view.rs	target-and-source-present	Workspace_MultipleTabs	Workspace_MultipleTabs	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5126	35829	workspace	app/src/workspace/view.rs	target-and-source-present	Workspace_LeftmostTabActive	Workspace_LeftmostTabActive	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5127	35836	workspace	app/src/workspace/view.rs	target-and-source-present	Workspace_RightmostTabActive	Workspace_RightmostTabActive	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5128	35843	workspace	app/src/workspace/view.rs	target-and-source-present	IsAnonymousUser	IsAnonymousUser	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
5129	35850	workspace	app/src/workspace/view.rs	target-and-source-present	UpdateToastVisible	UpdateToastVisible	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
5130	35857	workspace	app/src/workspace/view.rs	target-and-source-present	Workspace_ViewOnlySharedSession	Workspace_ViewOnlySharedSession	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5131	35864	workspace	app/src/workspace/view.rs	target-and-source-present	LongRunningCommand	LongRunningCommand	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
5132	35871	workspace	app/src/workspace/view.rs	target-and-source-present	Workspace_CloudConversationWebViewer	Workspace_CloudConversationWebViewer	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5133	35878	workspace	app/src/workspace/view.rs	target-and-source-present	adopt_transferred_pane_group called without pending transfer	adopt_transferred_pane_group called without pending transfer	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5134	35885	workspace	app/src/workspace/view.rs	target-and-source-present	adopt_transferred_pane_group missing placeholder tab	adopt_transferred_pane_group missing placeholder tab	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5135	35892	workspace	app/src/workspace/view.rs	target-and-source-present	tab_drag: perform_handoff caller_wid={caller_window_id} target_wid={} insertion_index={} has_dedicated_preview={has_dedicated_preview} source_tab_index={source_tab_index} source_was_single_tab={source_was_single_tab}	tab_drag: perform_handoff caller_wid={caller_window_id} target_wid={} insertion_index={} has_dedicated_preview={has_dedicated_preview} source_tab_index={source_tab_index} source_was_single_tab={source_was_single_tab}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
