entry_index	manifest_line	module_group	path	source_state	risk_tags	token_status	functional_status	public_rc_rows	decision	rationale
4216	29453	warp-drive	app/src/drive/items/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4217	29460	warp-drive	app/src/drive/items/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4218	29467	warp-drive	app/src/drive/items/mod.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4219	29474	warp-drive	app/src/drive/items/notebook.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4220	29481	warp-drive	app/src/drive/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4221	29488	warp-drive	app/src/drive/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4222	29495	warp-drive	app/src/drive/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4223	29502	warp-drive	app/src/drive/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4224	29509	warp-drive	app/src/drive/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4225	29516	warp-drive	app/src/drive/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4226	29523	warp-drive	app/src/drive/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4227	29530	warp-drive	app/src/drive/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4228	29537	warp-drive	app/src/drive/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4229	29544	warp-drive	app/src/drive/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4230	29551	warp-drive	app/src/drive/mod.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4231	29558	warp-drive	app/src/drive/settings.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4232	29565	warp-drive	app/src/drive/settings.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4233	29572	warp-drive	app/src/drive/settings.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4234	29579	warp-drive	app/src/drive/sharing/dialog/inheritance.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4235	29586	warp-drive	app/src/drive/sharing/dialog/inheritance.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4236	29593	warp-drive	app/src/drive/sharing/dialog/inheritance.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4237	29600	warp-drive	app/src/drive/sharing/dialog/inheritance.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4238	29607	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4239	29614	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4240	29621	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4241	29628	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present	dynamic-placeholder	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4242	29635	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	destructive-action	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4243	29642	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	destructive-action;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4244	29649	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4245	29656	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4246	29663	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4247	29670	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4248	29677	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present	dynamic-placeholder	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4249	29684	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4250	29691	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present	dynamic-placeholder	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4251	29698	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4252	29705	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4253	29712	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4254	29719	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4255	29726	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present	team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4256	29733	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present	team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4257	29740	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4258	29747	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4259	29754	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4260	29761	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;team-workspace;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4261	29768	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present	team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4262	29775	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present	team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4263	29782	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4264	29789	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4265	29796	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4266	29803	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4267	29810	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4268	29817	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4269	29824	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4270	29831	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4271	29838	warp-drive	app/src/drive/sharing/dialog/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
